photographer,Title,URL,imageurl,year,lat,lon,latlon
,"Los Angeles Mayor Samuel W. Yorty signing petition protesting Soviet anti-Semitism placard wearing members of Jewish Labor Committee, 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b534_225604.jpg,1964,34.05378611,-118.2429823,"34.05378611,-118.2429823"
,"Members of the Soo Yuen Fraternal Association at building dedication in Los Angeles, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b534_225607.jpg,1964,34.06640529,-118.2362017,"34.06640529,-118.2362017"
,"Luci Baines Johnson dancing the Watusi with actor Steve McQueen at Young Citizens for Johnson barbecue in Beverly Hills, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b533_225381-1.jpg,1964,34.07567682,-118.4074058,"34.07567682,-118.4074058"
,"Luci Baines Johnson, Earl Warren Jr., Senator Birch Bayh, Natalie Wood and Steve McQueen arriving at party in Beverly Hills, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b533_225381-2.jpg,1964,34.07515917,-118.4079731,"34.07515917,-118.4079731"
,"Aerial view of completed San Diego Santa Monica Freeway interchange and surrounding area, 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b533_225356.jpg,1964,34.03157188,-118.4248281,"34.03157188,-118.4248281"
,"L. Pyle and Nonna Walls examine a print out of ""Miss Formula"", a computer created rendering of the ""perfect female,"" Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b532_225237.jpg,1964,34.04949485,-118.2538801,"34.04949485,-118.2538801"
,"Los Angeles Ram's kicker Danny Villanueva in uniform doing the can-can with actress Susan Hart, 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b531_224998-1.jpg,1964,33.79427036,-117.8508085,"33.79427036,-117.8508085"
"Malmin, John","Los Angeles Ram's Mel Profit with Willie Brown having blood pressure taken by nurse at training camp, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b531_224998-2.jpg,1964,33.79363286,-117.8516239,"33.79363286,-117.8516239"
,"Man pouring grapes into tub as two women stomp on them for publicity for Italian Festival, Los Angeles, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b531_224948.jpg,1964,34.06785174,-118.2349008,"34.06785174,-118.2349008"
"Lynn, Bob","Aerial view of single engine plane above runway and surrounding terrain at Cable Airport in Upland, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b530_224784.jpg,1964,34.10977923,-117.6930141,"34.10977923,-117.6930141"
,"Debbie Reynolds and Harve Preshell waving to fans at premier ""The Unsinkable Molly Brown"" in Los Angeles, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b530_224755.jpg,1964,34.10077352,-118.3365726,"34.10077352,-118.3365726"
,"Boy kneeling at altar in chapel at the LeRoy Boys Home in La Verne, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b530_224771.jpg,1964,34.120785,-117.753324,"34.120785,-117.753324"
"Oliver, R. L.","City street scene at Broadway and 2nd Street during transit strike in downtown Los Angeles, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b529_224596.jpg,1964,34.0524083,-118.246657,"34.0524083,-118.246657"
,"Lorraine Turnbull Foster, first woman to earn Ph.D. in math at Caltech, 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b529_224584.jpg,1964,34.13845789,-118.125118,"34.13845789,-118.125118"
,"Mrs. Man Hing Mok, head of UCLA Oriental Library holding ancient Tibetan manuscript-scroll, 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b529_224550.jpg,1964,34.0749492,-118.4413183,"34.0749492,-118.4413183"
,"Bob Hope embracing his daughter, Nora after her graduation from Providence High School in Burbank, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b529_224532.jpg,1964,34.15435,-118.326721,"34.15435,-118.326721"
,"Dr. Martin Luther King Jr. speaking at civil rights rally at Los Angeles Coliseum, 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b528_224421.jpg,1964,34.01403197,-118.2880354,"34.01403197,-118.2880354"
,"Barry Goldwater surrounded by supporters and banners as he walks towards stage to deliver speech at Knott's Berry Farm, 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b528_224408.jpg,1964,33.841726,-117.996469,"33.841726,-117.996469"
,"Mary Tyler Moore, Dick Van Dyke, and Sheldon Leonard holding their awards backstage at Emmy Awards, 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b528_224312.jpg,1964,34.09857246,-118.3242828,"34.09857246,-118.3242828"
,"John Lennon and wife Cynthia sitting in airplane on stop over in Los Angeles, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b528_224318.jpg,1964,33.94629707,-118.4012032,"33.94629707,-118.4012032"
"Montney, Cal","Man in suit and woman in fringed mini skirt, dancing the Go-Go at Sunset Strip nightclub in Los Angeles, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b528_224281.jpg,1964,34.09083835,-118.3857362,"34.09083835,-118.3857362"
,"Dorothy Healey podium speaking to crowd in bleachers at Cal State Los Angeles, 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b528_224295-1.jpg,1964,34.06420667,-118.1674969,"34.06420667,-118.1674969"
,"Artist Leo Politi sketching in front of The Castle, a Victorian house at 325 Bunker Hill Ave. in Los Angeles, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b527_224254.jpg,1964,34.06073922,-118.2449591,"34.06073922,-118.2449591"
"Gunderson, Judd","Doris Day and Ralph Levy at SHARE's 11th annual Boom Town fundraiser in Los Angeles, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b527_224221.jpg,1964,34.09758186,-118.3246851,"34.09758186,-118.3246851"
,"15 year old violinist Glenn Dicterow rehearsing with his parents Harold and Irina in Los Angeles, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b527_224121.jpg,1964,34.134135,-118.461765,"34.134135,-118.461765"
,"Comedian Peter Sellers sitting up in ambulance gurney with wife Britt Eklund in Los Angeles, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b526_224081.jpg,1964,34.0956717,-118.2945156,"34.0956717,-118.2945156"
,"Construction Venice Beach pier; view from ocean looking towards the beach, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b527_224096.jpg,1964,33.97679102,-118.4707468,"33.97679102,-118.4707468"
,"Men walking by entrance to Los Angeles' Skid Row Volunteers of America Men's Service Center, 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b525_223677.jpg,1964,34.04383432,-118.2431352,"34.04383432,-118.2431352"
,"Author John Howard Griffin with Terry LaFrance and Dave Fulton Valley State College, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b525_223682.jpg,1964,34.23893836,-118.5291445,"34.23893836,-118.5291445"
,"Civil engineers Marilyn Reece and Carol Schumaker standing next to the Reece designed Santa Monica - San Diego interchange, 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b525_223676.jpg,1964,34.03151853,-118.4375525,"34.03151853,-118.4375525"
"Fry, George R.","Aerial view of the Deauville Beach Club as flames and smoke from arson fire burn thru roof in Santa Monica, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b525_223664.jpg,1964,34.01063917,-118.4978378,"34.01063917,-118.4978378"
"Cooper, Gil","Aerial view of excavation and beginning construction of Santa Monica Freeway at La Cienega and Venice Blvds, 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b524_223473.jpg,1964,34.0370843,-118.3785224,"34.0370843,-118.3785224"
,"Joan A. Merriam Smith loading plane in preparation for solo around the world flight, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b524_223426.jpg,1964,37.7125281,-122.2130026,"37.7125281,-122.2130026"
,"Author Betty Friedan and Mary E. Tingloff at UCLA Extension conference, 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b523_223365.jpg,1964,34.05004599,-118.2600331,"34.05004599,-118.2600331"
,"Man conducting an United States immigration class to a group of elderly immigrants at the International Institute of Los Angeles, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b523_223358.jpg,1964,34.0419385,-118.2198697,"34.0419385,-118.2198697"
,"Arthur Freed with Gene Kelly, Fred Astaire and Julie Andrews as he receives the Screen Producers Guild's Milestone Award, 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b523_223221.jpg,1964,34.06639195,-118.4137022,"34.06639195,-118.4137022"
,"Bernice L. Brown, Eva SÃ¡mano de LÃ_pez Mateos, Lady Bird Johnson and Catherine Kerr at UCLA, 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b522_223112-2.jpg,1964,34.07295967,-118.4421766,"34.07295967,-118.4421766"
,"Mexico's President Lopez Mateos shaking hands with Lyndon Johnson at UCLA commencement, 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b522_223112-3.jpg,1964,34.07197766,-118.4483135,"34.07197766,-118.4483135"
"Cox, Bruce H.","Lyndon Johnson, Governor Edmund G. (Pat) Brown and their wives greeting Mexico's President Adolf Lopez Mateos in Los Angeles, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b522_223112-1.jpg,1964,33.9476499,-118.405956,"33.9476499,-118.405956"
,"Mayor Samuel W. Yorty with five people inspecting site of the future Children's Zoo in Griffith Park, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b521_223008.jpg,1964,34.14862497,-118.2870376,"34.14862497,-118.2870376"
"Cooper, Gil","Lone male surfer riding a wave at Leo Carrillo Beach, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b521_222826.jpg,1964,34.0428453,-118.9318085,"34.0428453,-118.9318085"
,"John Green, Jack Benny and Gregor Piatigorsky on coo-coo whistle, at Young Musicians' Foundation ball in Beverly Hills, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b521_222837.jpg,1964,34.066347,-118.412995,"34.066347,-118.412995"
,"Building contractor Sarah Jane Lapin sitting with her daughters at home she built in Los Angeles, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b520_222770.jpg,1964,34.02707721,-118.5143682,"34.02707721,-118.5143682"
,"Dr. Joseph Young with his mosaic mural ""The Family and Center Life""  at Valley Cities Jewish Community Center, Calif., 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b519_222547.jpg,1964,34.17161849,-118.4202576,"34.17161849,-118.4202576"
,"Korean student, Jong Sook Kim, visiting the Mad Hatter and Alice at Disneyland, 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b519_222471.jpg,1964,33.81258651,-117.9189634,"33.81258651,-117.9189634"
"Sharkey, Larry","Arnold Palmer and crowd watching flight of his golf ball at the Los Angeles Open, 1964",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b518_222428.jpg,1964,34.04892592,-118.4054518,"34.04892592,-118.4054518"
,"Aerial view of construction of Santa Monica Freeway at San Diego Freeway interchange in Los Angeles, Calif., 1963",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b518_222410-3.jpg,1963,34.0318564,-118.4386897,"34.0318564,-118.4386897"
,"Aerial view of coastline and Marina del Rey, barren expect for a few docks, Calif., 1963",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b518_222410-4.jpg,1963,33.98375878,-118.4389257,"33.98375878,-118.4389257"
,"Automobiles traveling along Hawthorne Blvd. approaching overpass of newly expanded 405 Freeway in Lawndale, Calif., 1963",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b517_222243.jpg,1963,33.88525525,-118.3527195,"33.88525525,-118.3527195"
,"Los Angeles International Airport's Customs Station, 1963",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b515_221828-1.jpg,1963,33.94348455,-118.4090889,"33.94348455,-118.4090889"
,"Mothers and children picketing underpass pedestrian tunnels at City Terrace Dr. and San Bernardino Freeway in Los Angeles, Calif., 1963",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b515_221764.jpg,1963,34.05507278,-118.1855455,"34.05507278,-118.1855455"
,"Los Angeles Times and surrounding buildings viewed from 2nd and Spring Street intersection, 1963",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b514_221721.jpg,1963,34.053935,-118.2455224,"34.053935,-118.2455224"
,"Louise Peden demonstrates coin operated vending machine at Automatic Merchandising show in Los Angeles, Calif., 1963",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b514_221544.jpg,1963,34.06001927,-118.2970369,"34.06001927,-118.2970369"
,"Chuck Yeager checks rocket installation on Lockheed Starfighter at Edwards Air Force Base, Calif., 1963",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b513_221514.jpg,1963,34.90500002,-117.8836381,"34.90500002,-117.8836381"
"Sharkey, Larry","All Saints' Episcopal Western Roundup Country Fair in Beverly Hills, Calif., 1963",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b513_221474.jpg,1963,34.07089343,-118.4057629,"34.07089343,-118.4057629"
,"Los Angeles Times writers awarded by the Greater Los Angeles Press Club, 1963.",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/Frame 6|~|b513_221404.jpg,1963,34.081994,-118.291324,"34.081994,-118.291324"
,"Jerry Gould supervises Bunny Asher as he bulldozes a house used for editing at Hal Roach Studios, Culver City, 1963",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b508_220329-5_frame_7_bulldozer_Jul_28_1963.jpg,1963,34.027282,-118.387584,"34.027282,-118.387584"
,"Doctors picketing Statler Hotel where Robert Welch Jr. is speaking to Los Angeles County Medical Assn., 1963",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b516_222012.jpg,1963,34.05033045,-118.2598749,"34.05033045,-118.2598749"
,"Anti-segregation marchers join hunger strikers in courtyard of Los Angeles Board of Education, 1963",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b512_221242.jpg,1963,34.05985039,-118.2443261,"34.05985039,-118.2443261"
,"Movie fans, reporters and valets at entrance of Pantages Theater during benefit premiere of motion picture ""Cleopatra"" in Hollywood, Calif., 1963",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b508_220158.jpg,1963,34.10174298,-118.325762,"34.10174298,-118.325762"
"Oliver, R. L.","Cole of California, 1963 fashion show",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b508_220144.jpg,1963,33.34654562,-118.3215952,"33.34654562,-118.3215952"
,Medgar Evers memorial march in Los Angeles (Calif.),http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_b507_220126.jpg,1963,34.0325677,-118.3210132,"34.0325677,-118.3210132"
,"Martin Luther King, Jr. and Ralph Abernathy",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_b507_219888.jpg,1963,33.9434916,-118.4089705,"33.9434916,-118.4089705"
,"Dancers auditioning for the Melodyland musical comedy theater, Calif., 1963",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b505_219641.jpg,1963,33.80770586,-117.9164958,"33.80770586,-117.9164958"
"Rogers, Art","Cityscape of  Los Angeles City Hall, Federal and State buildings with dark cloud filled sky, 1963",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b515_219187.jpg,1963,34.05146494,-118.2436891,"34.05146494,-118.2436891"
,"Last cable streetcar completing its final run in Los Angeles, Calif., 1963",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b503_219104.jpg,1963,34.04304088,-118.2688093,"34.04304088,-118.2688093"
,"Jim Smith, UCLA University Technician, Los Angeles, 1963",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_b502_n218954_Jim_Smith_university-techinician-adjusts-UCLA-chrime-03-17-1969.jpg,1963,34.07072054,-118.4400723,"34.07072054,-118.4400723"
,"""Mistress of the Chimes"" Mrs. Laura Lee Brown, UCLA counsellor, Los Angeles, 1963",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_b502_n218954_Mrs_Laura_Lee_Brown_Mistress-of-the-Chimes-03-17-1969.jpg,1963,34.07072054,-118.4400723,"34.07072054,-118.4400723"
,"Powell Library tower speakers, UCLA, Los Angeles, 1963",,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_b502_218954_Powell-tower-with-speakers-03-17-1969.jpg,1963,34.07214017,-118.4420545,"34.07214017,-118.4420545"
,"Arthur Lubin, film and TV director, kissing Mr. Ed, 1962",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b496_217687.jpg,1962,34.08963886,-118.3365512,"34.08963886,-118.3365512"
"Rogers, Art","Angels Flight is seen from south as buildings are razed in Los Angeles, Calif., 1962",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b495_217454.jpg,1962,34.05145939,-118.250404,"34.05145939,-118.250404"
,"Los Angeles police demonstrating solar powered emergency call box on Santa Monica Freeway, 1962",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b493_217206.jpg,1962,34.03669311,-118.2895267,"34.03669311,-118.2895267"
,"Aerial view of baseball game at Dodgers Stadium in Los Angeles, Calif., 1962",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b487_215889.jpg,1962,34.07498588,-118.2361507,"34.07498588,-118.2361507"
"Fontanini, Steve","Men sitting out front of Jimmy's Market at 25th Street and Hooper Ave. in Los Angeles, Calif., 1962",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b488_216088A-6.jpg,1962,34.01742797,-118.2495792,"34.01742797,-118.2495792"
,"African American women and children sitting on steps of house at 29th and Naomi streets in Los Angeles, Calif., 1962",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b488_216088A-2.jpg,1962,34.01586839,-118.2536495,"34.01586839,-118.2536495"
"Dare, Ken","Dodger's manager Walt Alston explains some fine points of baseball to woman modeling clothes in Los Angeles, Calif., 1962",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b485_215513.jpg,1962,34.07335514,-118.2400641,"34.07335514,-118.2400641"
,"Cinco de Mayo festivities on Olvera Street, Los Angeles (Calif.)",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_b483_214933-1.jpg,1962,34.057033,-118.237321,"34.057033,-118.237321"
,"African American Peola Denham arriving in Los Angeles from Louisiana, 1962",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b483_214960.jpg,1962,34.0557661,-118.2346433,"34.0557661,-118.2346433"
"Cooper, Gil","Mrs.Fujimura, wife of pastor of West L.A. Buddhist Church, conducts tea ceremony, 1962",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b480_214509.jpg,1962,34.04001819,-118.4448159,"34.04001819,-118.4448159"
"Miller, Jack","Automobiles crowd parking lot of Garden Grove Community Church for indoor/outdoor service, Calif., 1961",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b470_212508.jpg,1961,33.78734673,-117.901167,"33.78734673,-117.901167"
,"Ben Pollock, Kid Ory, Emma Barrett, Johnny St. Cyr, Louis Armstrong, and Sharkey Bonano performing at Hollywood Knickerbocker in 1961",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b536_225997.jpg,1961,34.102384,-118.3280791,"34.102384,-118.3280791"
"Kennedy, Joe","Lawrence Welk signing autographs during his appearance at the Hollywood Palladium in Hollywood, Calif., 1961",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b771_211021.jpg,1961,34.09851472,-118.3243096,"34.09851472,-118.3243096"
,"Farm workers picking strawberries in patch adjacent to Torrance Airport, Calif., 1961",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b769_210679.jpg,1961,33.8007862,-118.341388,"33.8007862,-118.341388"
,"Los Angeles' Union Rescue Mission's annual ""Gospel Wagon"" ride thru downtown Los Angeles, Calif., 1961",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b766_210153.jpg,1961,34.05287498,-118.2427436,"34.05287498,-118.2427436"
"Olender, Ben","Mexican soccer goalie Luis Septien gets airborne during soccer match in Los Angeles, Calif., 1961",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b765_210009.jpg,1961,34.02357155,-118.3497249,"34.02357155,-118.3497249"
,"Congress of Racial Equality members with placards supporting the Freedom Riders picketing in Los Angeles, Calif., 1961",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b765_210024.jpg,1961,34.05365499,-118.2429099,"34.05365499,-118.2429099"
,"Don Knotts appears surprised as he receives award for Andy Griffith Show in Los Angeles, Calif., 1961",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b763_209782.jpg,1961,34.09762184,-118.3246905,"34.09762184,-118.3246905"
,"Mary Ann Harmon looking for her car in one of UCLA's packed parking lots, 1961",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b455_208111.jpg,1961,34.06826723,-118.4475839,"34.06826723,-118.4475839"
,"Cuban refugees outside the Cuban Consulate to show approval of U.S. break with Cuba, Los Angeles, Calif., 1961",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclalat_1429_b452_207465.jpg,1961,34.04380876,-118.2550026,"34.04380876,-118.2550026"
