Title,Subject,Subject Name,Geographic Coverage,Photographer,Year,Caption,longitude,latitude,imageurl
"View of Los Angeles Philharmonic on stage from behind, looking out at audience, 1964",Theater audiences,"Mehta, Zubin",Los Angeles (Calif.),,1964,GIVES THANKS-Conductor Zubin Mehta faces capacity throng at opening concert in The Pavilion and tells of Philharmonic's gratitude for their new home.,-118.252277,34.04953,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326256a.jpg
"Dodgers coach Jim Gilliam signing autograph for Jesus Viramontes, Calif., 1971",Baseball coaches--California--Los Angeles,"Gilliam, Jim, 1928-1978",Los Angeles (Calif.),,1971,"GILLIAM SIGNS--Coach Jim Gilliam of the Dodgers, gives autograph to Jesus Viramontes who plays in a junior league.",-118.240335,34.07311964,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00327700a.jpg
"Letter from two Glendale children donating money to the rescue workers who attempted to save Kathy Fiscus, 1949.",Philanthropy--California--Los Angeles County,,Glendale (Calif.),,1949,"GIFT - This letter from two Glendale children accompanied a crumbled dollar bill, their gift of appreciation to men who tried in vain to rescue Kathy Fiscus.",-118.2458818,34.05249053,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/21198-zz001400wt-1-thumbnail.jpg
"Jocelyn Banks and Fred Camble on ""Soul Train"" television program, Calif., 1975",Soul Train (Television program),,Los Angeles (Calif.),"Yee, Marilynn K.",1975,"GETTING' DOWN--Jocelyn Banks and Fred Camble, in denim overalls are from Mobile, Ala.",-118.314757,34.0980475,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329832a.jpg
"Library aide reading book in Spanish to group of Mexican American children at East Los Angeles County Library, 1970",Mexican Americans and libraries--California--Los Angeles,Los Angeles County Public Library,East Los Angeles (Calif.),"Whitney, Fitzgerald",1970,"GETTING TO KNOW YOU--Mexican-American children hear a story in Spanish in the East Los Angeles County Library. Library aide, Miss Yolanda Gallardo, reading to the children, is among those involved in a project to make the library a place the children from the barrios can enjoy.",-118.1597802,34.03380356,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00282974a.jpg
"Comedian George Burns leaving his imprint in cement at Mann's Chinese Theatre in Hollywood, Calif., 1979",Entertainers--Commemoration,Hollywood Walk of Fame,"Hollywood (Los Angeles, Calif.)","Kennedy, Joe",1979,George Burns makes his mark in cement outside Mann's Chinese Theatre in Hollywood with his celebrated cigar.,-118.3408776,34.1016286,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00340123a.jpg
"Larie Akashi pours sweat tea over Kanbutsu statue at a Hanamido ritual in Los Angeles, Calif.",Buddhism--Rituals,"Fujimura, Bunyu, 1910-","West Los Angeles (Los Angeles, Calif.)","Lindbeck, Bob",1960,"GENTLE RAIN-Sweet tea, which Larie Akashi pours over Kanbutsu statue in Hanamido, or flower altar, symbolizes gentle rain which fell on baby Buddha.  The Rev. Bunyu Fujimura of West Los Angeles Buddhist Church, coaches girl.",-118.4447689,34.04006264,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00061401a.jpg
"Members of the Gay Liberation Front picketing a police station in Hollywood, Calif., 1971",Gay rights--California--Los Angeles County,Gay Liberation Front/Los Angeles,"Hollywood (Los Angeles, Calif.)",,1972,GAY PICKETS--Two members of the Gay Liberation Front protest in front of the Hollywood division police station a year ago.,-118.3298175,34.09609927,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00283065a.jpg
"Los Angeles County Air Pollution Control patrolmen trailing smoke bellowing truck, 1971",Air--Pollution--California--Los Angeles County,Los Angeles County (Calif.). Air Pollution Control District,Los Angeles County (Calif.)--Officials and employees,"Barnard, Tony",1971,"GATHERING EVIDENCE--Smoke patrol car trails truck so patrolman can photograph smoky exhaust. Polaroid picture will be used in discussing problem with the driver and, if necessary, in court.",-117.9090393,34.07207097,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00283058a.jpg
Los Angeles police officer Ray Cottle and Captain Clem Peoples revealing old jail cell door in 1929,Jails $z California $z Los Angeles County,"Peoples, Clem, $d 1888-1967",Los Angeles (Calif.)--Officials and employees,,1929,"Gates of Forgotten Sorrows. Capt. Peoples, with pick indicates old cell door where masonry has been removed. At left is Policeman Cottle.",-118.2458067,34.05209052,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00166282a.jpg
"Author Lawrence Lipton, chronicler of the beatnik scene, demonstrating his robot, DUHAB",Robots,"Lipton, Lawrence, 1898-1975",Los Angeles (Calif.),,1965,"GADGET FOR TODAY-Author Lawrence Lipton, chronicler of the beatnik scene, demonstrates his ""robot,"" Duhab (detector of undesirable habitues). Lipton says robot ferrets out the undesirables-including censors, book-burners",-118.4549949,33.99116797,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00168294a.jpg
"Cityscape with Vincent Thomas Bridge and San Gabriel Mountains, Calif., 1979",Landmarks,,San Gabriel Mountains (Calif.),"Barnard, Tony",1979,"FROM PEAKS TO SHORE--Clear sky afforded view, laced by Vincent Thomas Bridge, from San Pedro north to San Gabriel Mountains.",-118.2848597,33.74421863,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00340135a.jpg
"Joaquin Coronel, Luis Flores and Juan Villa sorting belongs in burned out apartment in Los Angeles, Calif., 1986",Apartments--Fires and fire prevention,,Los Angeles (Calif.),"Meyer, Rick",1986,"From left, Joaquin Coronel, Luis Flores and Juan Villa sort personal papers after apartment fire.",-118.2716581,34.0541516,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328870a.jpg
"Bill Lloyd looking over Long Beach and San Bernardino Freeways interchange on opening day, 1965",Express highways--California--Los Angeles County,"California State University, Los Angeles--Employees",San Bernardino Freeway (Calif.),,1965,"FREEWAY LINK-Bill Lloyd, information director at California State College at Los Angeles, looks from campus over part of 1.3-mile section of Long Beach Freeway to be opened today following dedication by Supervisor Ernest E. Debs and Edward T. Telford of State Highway Division. The 2.8 million extension to Valley Blvd. improves conditions at Long Beach-San Bernardino Freeway interchange above.",-118.1652117,34.06133473,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00168111a.jpg
"Crowd surrounding bulldozer, driven by Governor Ronald Regan, at groundbreaking for Harbor Freeway expansion, 1968",Ground breaking ceremonies--California--Los Angeles,"Thomas, Vincent, 1907-1980",Harbor Freeway (Calif.),,1968,"FREEWAY GROUNDBREAKING--Gov. Reagan is at the controls of a bulldozer as it breaks ground for extension of Harbor Freeway which will link freeway with the Vincent Thomas Bridge leading to Terminal Island. With Reagan is State Assemblyman Vincent Thomas (D-San Pedro), for whom bridge is named. The $10.5 million freeway project also will involve widening to six lanes from Pacific Coast Highway.",-118.2906961,33.75021353,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00325878a.jpg
"Los Angeles police demonstrating solar powered emergency call box on Santa Monica Freeway, 1962",Solar energy--California--Los Angeles County,,Santa Monica Freeway (Calif.),,1962,"FREEWAY CALL BOX-Use of solar powered emergency call box on Santa Monica Freeway is demonstrated by Policewoman Margaret Groth, Sgt. H. J. Peyton and H. L. Hoffman of firm installing boxes.",-118.2895267,34.03669311,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00061601a.jpg
"Cinematographer Vilmos Zsigmond, a film crew and Fouad Said on MGM back lot with a Mark IV Cinemobile, 1970",Cinematographers--California--Los Angeles,"Zsigmond, Vilmos",Los Angeles (Calif.),"Bessel, Larry",1970,"Fouad Said, left, discusses Cinemobile with Vilmos Zsigmond, director of photography.",-118.4035635,34.01576167,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00283000a.jpg
"Crowd at hectic City Council meeting, 1967.",City council members--California--Los Angeles,,Los Angeles (Calif.),"Rogers, Art",1967,"FORCIBLY EVICTED - Mrs. Sylvia Barkley, 21, of Venice, is dragged from City Council chambers after meeting that broke up in disorder.",-118.2428133,34.053815,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/21198-zz0013z7ck-1-thumbnail.jpg
"Gary Green and Clifton Ivory hit finish at Southern League 440 race at the Coliseum in Los Angeles, Calif., 1949",African American athletes,"Jefferson High School (Los Angeles, Calif.)",Los Angeles (Calif.),"Rogers, Art",1949,"FOR SAME CAUSE -- Gary Green, right, and Clifton Ivory, both of Jefferson, hit tape inches apart in Southern League 440 race at Coliseum yesterday.  Green won in 50.8s.",-118.2886469,34.01426764,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00061026a.jpg
"Marilyn Monroe and Jane Russell putting footprints in cement at Chinese Theater in Los Angeles, Calif., 1953",Women--Clothing & dress--California--Los Angeles--1950-1960,Hollywood Walk of Fame,"Hollywood Boulevard (Los Angeles, Calif.)",,1953,"FOR FANS' DELIGHT-- Scores of film fans watched as Marilyn Monroe, left, and Jane Russell put signatures, hand and foot prints in cement at Grauman's.",-118.3409125,34.10174853,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00178543a.jpg
Comedian Jonathan Winters and actress Angela Lansbury posing with an Oscar at the 1965 Academy Awards,Motion picture actors and actresses--California--Los Angeles,"Winters, Jonathan",Los Angeles (Calif.),"Malmin, John",1965,"FOR A FRIEND-Jonathan Winters accepts from actress Angela Lansbury the Oscar awarded to Peter Ustinov as best actor in supporting role for ""Topkapi.""",-118.490172,34.0097009,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00168229a.jpg
"Crowd at Grand Central Market in Los Angeles, Calif., 1987",Markets--California--Los Angeles,"Grand Central Market (Los Angeles, Calif.)",Los Angeles (Calif.),"Gabriel, Robert",1987,Food shopping in the fast lane: the usual Sunday afternoon crowd at Grand Central Market.,-118.2491367,34.05099381,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329504a.jpg
Los Angeles Rams quarterback Roman Gabriel at first workout after end of 1970 strike,Quarterbacks (Football),Los Angeles Rams (Football team),Los Angeles (Calif.),"Varie, Bill",1970,"FOLLOW THE LEADER--Quarterback Roman Gabriel came out early and stayed late Monday as Rams ""celebrated"" end of pro football strike with first full club workout of 1970 season. Rams' leader is shown firing pass to tight end Bobl Klein (80), at left. Earlier, he had guided team members on run through rope ""maze.""",-117.8869432,33.8866981,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00282988a.jpg
"Figure skaters Tai Babilonia and Randy Gardner, Calif., 1979",Figure skaters--United States,"Gardner, Randy, 1957-",Los Angeles (Calif.),"Rogers, Art",1979,"FLYING HIGH--Tai Babilonia of Mission Hills and Randy Gardner of Los Angeles won their second straight national senior pairs title last week at the U.S. Figure Skating Championships at Cincinnati. Here, they pose in front of the L.A. Dept. of Water and Power Building at 1st and Grand. Vicki Heasley of West Covina and Robert Wagenhoffer of Fontana finished in second place.",-118.2487249,34.05621498,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00340070a.jpg
Atomic blast preparedness : nuclear flash,Atomic bomb--Safety measures,"Elliot, Lora",Los Angeles (Calif.),"Graham, Ray",1950,FLASH--First indication of an atomic air burst is a sudden and tremendous increase in the general illumination. First natural reaction to overcome is a tendency to look at the light source. Here the couple resist impulse to look at deadly ray,-118.3172178,34.08501842,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00325924a.jpg
"Mayor Tom Bradley in council chambers, addressing city officials and council members on his first day of office in Los Angeles, 1973",African American mayors--California--Los Angeles,"Gibson, John S., Jr.",Los Angeles (Calif.)--Officials and employees,"Kennedy, Joe",1973,"FIRST DAY ON JOB--Mayor Tom Bradley starts his term by greeting City Council members and city officials in the council chamber. At left is John S. Gibson Jr., who was reelected as the council president. Among others listening is Burt Pines, the new city attorney, center right background.",-118.243264,34.053589,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00327990a.jpg
"American Federation of Teachers members picketing in protest of teacher's transfer at Pasadena High School, Calif., 1965",Teacher transfer,Pasadena Unified School District,Pasadena (Calif.),,1965,"FIRST DAY OF SCHOOL-Pickets marched Monday at Pasadena High School and at district offices in protest of teacher's transfer from high school to junior high school. They were members of American Federation of Teachers. Teacher charged ""harrassment.""",-118.0910325,34.16173382,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00168308a.jpg
"Dodgers' Rick Rhoden on the pitcher's mound during game in Los Angeles, Calif., 1976",Pitchers (Baseball)--California--Los Angeles,"Rhoden, Rick, 1954-",Los Angeles (Calif.),"Lachman, Robert",1976,"FIRING LINE--Rick Rhoden, though tagged for four runs in the first, kept on firing, drove in the winning run and won his ninth in a row as Dodgers defeated the Chicago cubs.",-118.2403672,34.07350178,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00327849a.jpg
"Aerial view of the Deauville Beach Club as flames and smoke from arson fire burn thru roof in Santa Monica, Calif., 1964",Spectators--California--Los Angeles County,"Deauville Beach Club (Calif.)--Fire, 1964","Santa Monica (Calif.)--Buildings, structures, etc.","Fry, George R.",1964,"FIRE CONSUMES CLUB-Santa Monica's ocean-front landmark, the famous Deauville Beach Club on Pacific Coast Highway, goes up in flames set by arsonist. Blazes were found in five locations",-118.4978378,34.01063917,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00167834a.jpg
"13 year-old film maker Cal Lewin editing a film at home in North Hollywood, Calif., 1965",Independent filmmakers--California--Los Angeles County,"Lewin, Cal--Childhood and youth","North Hollywood (Los Angeles, Calif.)",,1965,"FILM EDITOR-Cal Lewin checks negatives after ""shooting"" scenes for next production, a documentary titled ""The Bus Ride."" Classmates are players.",-118.383012,34.143535,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00168061a.jpg
"Filipino family roasting pig over hot coals during the Lotus Festival at Echo Park in Los Angeles, Calif., 1976",Flower festivals--California--Los Angeles County,,"Echo Park (Los Angeles, Calif.)",,1976,"FILIPINO STYLE--The 35-pound suckling pig is started on its way over the hot coals by, from left, Laura Lee Eugenio, Mrs. Lilia Soledad, Mrs. Luis Eugenio, Ignacio Beboso and Lawrence Eugenio at the Fifth Annual Day of the Lotus Festival held at Echo Park Lake Saturday..",-118.261342,34.07111116,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326943a.jpg
"Attorney A. L. Wirin with Rena Frye and her sons, Ronald and Marquette at Los Angeles courthouse, 1965",Lawyers--California--Los Angeles,"Frye, Ronald",Los Angeles (Calif.),,1965,"FIGURES IN RIOT CASE-Attorney A. L. Wirin, left, with Mrs. Rena Frye, accused of interfering with officers who arrested her sons, Ronald, center, and Marquette, right. Incident touched off riot.",-118.2679054,34.0312429,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00168304a.jpg
"Anti-war demonstrators watching burning of napalm coated mannequin on Cal State Los Angeles campus, 1967",Students and war--California--Los Angeles County,"California State University, Los Angeles--Students",Los Angeles (Calif.),"Kennedy, Joe",1967,"FIERY PROTEST--Antiwar demonstrators burn a mannequin, which they said was covered with napalm, on the campus of Cal State L.A.",-118.1732261,34.06275683,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326074a.jpg
"Fidelia Marquez with children playing at Council of Mexican-American Affairs Head Start Center in Los Angeles, Calif., 1967",Head Start programs--California--Los Angeles County,Council of Mexican-American Affairs,Los Angeles (Calif.),"Carrick, Jack",1967,"Fidelia Marquez pushing child on swing, as other children play at Council of Mexican-American Affairs Head Start Center in Los Angeles, Calif., 1967",-118.2071052,34.031069,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326057a.jpg
"Los Angeles Dodgers' Fernando Valenzuela pitching, 1986",Baseball players--California--Los Angeles,"Valenzuela, Fernando, 1960-",Los Angeles (Calif.),"Traeger, Marsha",1986,"Fernando Valenzuela delivers a pitch Tuesday night at Dodger Stadium on his way to a two-hit, 4-0 victory over the Expos.",-118.240394,34.07346623,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328863a.jpg
"Collegiate 100-yard dash athletes cross finish line in Long Beach Relays, Calif., 1949","College athletes--California, Southern",,Long Beach (Calif.),,1949,"FELL FIRST -- Bill Fell of Compton (third from right) breezes to win in open 100-yard dash in Long Beach Relays.  The Tartar ace was clocked in 9.8s as he beat Ernie Lightner of UCLA (fourth from right) by five feet.  Al Mejia of Compton (second from left) was third.  The field, left to right, Dave Gammie, Pepperdine, Mejia, A. Mingleton, unattached, Lightner, Fell, Art Williams, San Diego State, John Bradley, SC Frosh.",-118.1414366,33.77889652,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00061016a.jpg
"Fashion show at Pacific Design Center, Harriet Selwyn design shown, Los Angeles, Calif., 1976",Women--Clothing & dress--California--Los Angeles--1970-1980,"Pacific Design Center (West Hollywood, Calif.)",Los Angeles (Calif.),"Frampton, Mary",1976,"FASHION'S PACIFIC OVERTURE--More than 1,000 retailers and press packed Pacific Design Center Tuesday to see 10 Los Angeles designers present a three-hour fashion marathon called California I. On the 150-ft. runway here is Harriet Selwyn's brick-colored wool challis drawstringed jumpsuit for Fragments. Model carries matching cire poncho. See Marylou Luther's story on show on Page 8.",-118.3824492,34.08228158,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00327830a.jpg
"Los Angeles Dodgers' manager Walter Alston waving to fans during retirement ceremony at Dodgers' Stadium, Calif., 1976",Baseball managers--California--Los Angeles,"Alston, Walter Emmons, 1911-",Los Angeles (Calif.),"Boston, Bernie",1976,"FAREWELL TO ARMS--Retiring manager Walter Alston waves goodby [sic] to fans showing their appreciation on Fan Appreciation Day for his spending 19 of his 23 years with the Dodgers here. Alston, 64, holds gifts the players gave him in pregame ceremonies.",-118.2401767,34.07326849,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00327850a.jpg
"Muhammad Ali and Ken Norton fight in Inglewood, Calif., 1973",African American boxers,"Norton, Ken",Inglewood (Calif.),"Rogers, Art",1973,"FAIR TRADE--Reflecting the even terms on which they fought, Ali and Norton grimace as they exchange hard punches in mid-ring. A final-round rally by Ali in 12th proved to be decisive.",-118.3418405,33.95821364,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328010a.jpg
"Construction Venice Beach pier; view from ocean looking towards the beach, Calif., 1964",Piers--California--Los Angeles County,,"Los Angeles (Calif.)--Buildings, structures, etc.",,1964,"EXTENDING SEAWARD-Frank Manchak, superintendent, pauses on ""working trestle"" being used in work on $928,000 Venice fishing pier. Trestle, which will extend another 100 ft., will support traveling crane and equipment in building 1,260 ft. pier. All-concrete structure will be finished in January, 1965.",-118.4707468,33.97679102,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00167852a.jpg
"Artist Betsy Graves Reyneau and AACP president Thomas L. Griffith standing besides portrait of Dr. George Washington Carver, 1948",Women painters--California--Los Angeles County,"Reyneau, Betsy Graves",Los Angeles (Calif.),,1948,"EXHIBITION -- Portrait of Dr. George Washington Carver, one of 31 on display at Public Library, was painted by Mrs. Betsy Graves Reyneau, right. At left is Thomas L. Griffith, local head of Association for Advancement of Colored People.",-118.2553554,34.05048157,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00060835a.jpg
"Aerial view of traffic on Santa Monica Freeway the day HOV lane started, Calif., 1976",Traffic congestion--California--Los Angeles,,Interstate 10,"Rogers, Art",1976,"EXCLUSIVE--With other traffic backed up for miles, two cars have diamond lane all to themselves in this aerial view of Santa Monica Freeway during morning's rush hour. Diamond lane is restricted to buses and cars carrying three or more. San Diego Freeway converges at right.",-118.431834,34.03120733,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329079a.jpg
Crowd gathered around a steam shovel as it digs initial trench for Chrysler Motor plant,Ground breaking ceremonies--California--Los Angeles,Chrysler Corporation,Los Angeles (Calif.),,1932,"Excavation for Chrysler Structure Begins. Left- Giant steam shovel takes first bite of earth at ground breaking for $2,000,000 factory",-118.1616846,33.98537567,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00131708a.jpg
"Arabian children Adel and Houda Kiwan play in the Children's Home of the Volunteers of America, Calif., 1949",Children--California--Los Angeles,Volunteers of America,Los Angeles (Calif.),,1949,"EVERYTHING IN COMMON -- From left, Adel Kiwan, 9, and his sister Houda, 6, Arabians, play in the Children's Home of the Volunteers of America with Laverne Ray, 6. From Lebanon, they've been here only since October, long enough to forget Arabia.",-118.220154,34.04144954,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00060994a.jpg
"Arthur Lubin, film and TV director, kissing Mr. Ed, 1962",Television producers and directors--United States,"Lubin, Arthur, 1901-1995",Los Angeles (Calif.),,1962,"EQUINE KISS-Arthur Lubin, a film and TV director, is kissed by friend, Mr. Ed, talking horse.",-118.3365512,34.08963886,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00061614a.jpg
"Bill Graham, Lou Adler, Chuck Landis, Elliot Roberts and David Geffen standing under the Roxy nightclub marquee in Los Angeles, Calif., 1973",Impresarios $z California $z Los Angeles,"Roxy Theatre (Los Angeles, Calif.)",Los Angeles (Calif.),"Barnard, Tony",1973,"ENTREPRENEURS--The five owners of new Roxy pop-rock club are, from left, Bill Graham, Lou Adler, Chuck Landis, Elliot Roberts and David Geffen.",-118.3881032,34.09043852,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328022a.jpg
"Aerial view of construction of San Onofre Nuclear Power Plant, Calif., 1976",Nuclear power plants--California--Design and construction,San Onofre Nuclear Generating Stations (Calif.)--Design and construction,San Onofre (Calif.),"Sharkey, Larry",1976,ENERGY BEEHIVE--Aerial view of construction at San Onofre where two units are being added to existing nuclear power plant.,-117.555728,33.36988968,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00327824a.jpg
"Last cable streetcar completing its final run in Los Angeles, Calif., 1963",Cable cars (Streetcars)--California--Los Angeles,,Los Angeles (Calif.),,1963,END OF AN ERA-A crowd of rail buffs gathers around as last streetcar completes its final run at 6:14 a.m. at Georgia St. barns.  Some of the onlookers had been observing the historic event all night.,-118.2688093,34.04304088,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00061626a.jpg
"Buddhist priest Tri Sanh leading Vietnamese refugees in prayer at Camp Pendleton, Calif., 1975",Refugee camps--California--San Diego County,,Camp Pendleton (Calif.),"Yaro, Boris",1975,ECHOES OF THEIR HOMELAND--Buddhist priest Tri Sanh leads refugees in Camp Pendleton service.,-117.373547,33.233315,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328162a.jpg
"Female student dressed in cut-off jean shorts, tights and platform shoes talking with classmate at Hamilton High School in Los Angeles, Calif., 1973",Teenagers--Clothing & dress--California--Los Angeles--1970-1980,"Hamilton High School (Los Angeles, Calif.)--Students",Los Angeles (Calif.),"Kennedy, Joe",1973,Dress code is thing of the past.,-118.3910966,34.03409697,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00327979a.jpg
"Comedian Carol Burnett posing with Burt Reynolds and his birthday cake, 1972",Motion picture actors and actresses--California--Los Angeles,"Reynolds, Burt",Los Angeles (Calif.),"Frampton, Mary",1972,"DREAM GIRL--Burt Reynolds has said that Carol Burnett is the girl he'd most like to be stranded with on a desert island. While Reynolds was taping Carol's show at CBS Friday, which also happened to be the actor's birthday, Carol donned desert island attire and surprised Reynolds with a birthday cake. Reynolds, having achieved dream, guests on Miss Burnett's hour Feb. 23. Her series airs Wednesdays.",-118.3604228,34.0741594,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326879a.jpg
"Armand Hammer and Robert Gale at 88th birthday tribute to Hammer in Los Angeles, Calif., 1986",Philanthropists $z California $z Los Angeles,"Hammer, Armand, 1898-1990",Los Angeles (Calif.),"Almeida, Monica",1986,"Dr. Robert Gale, right, joined more than 400 for 88th birthday tribute to Dr. Armand Hammer at Beverly Wilshire.",-118.4006265,34.0667008,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328866a.jpg
"Cynthia Jimenez-Telles on set of KSCI's ""Consulta Psicologica"" television program in Calif., 1986",Foreign language television programs--California,"Jimenez-Telles, Cynthia",Los Angeles (Calif.),"Traeger, Marsha",1986,"Dr. Cynthia Jimenez-Telles, KSCI's psychology show host.",-118.4554361,34.03453596,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328854a.jpg
"Mothers and children picketing underpass pedestrian tunnels at City Terrace Dr. and San Bernardino Freeway in Los Angeles, Calif., 1963",School children--California--Los Angeles County,,Los Angeles County (Calif.),,1963,DOWN WITH TUNNELS'-Mothers and children picket tunnel at city Terrace Dr. and San Bernardino Freeway and under Ramona Blvd. to Harrison Street Elementary School charging molesters and loiterers make passages unsafe.,-118.1855455,34.05507278,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00167725a.jpg
"Arturo Ruiz musicians and Rosa Rosales at Chirstmas party in VA children's ward, Brentwood, Calif., 1947",Musicians--Mexico,"Veterans Administration Hospital, Brentwood",Los Angeles (Calif.),,1947,DOWN MEXICO WAY' -- That's how it was to Mexican patients at Sawtelle yesterday as Arturo Ruiz musicians furnished rhythm for the dancing of Rosa Rosales.,-118.4541285,34.05139716,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00060797a.jpg
"Diver Frank Pepper starts 25-foot dive within steel coffer dam, during construction for pipeline in Los Angeles, Calif., 1948",Diving suits,,Los Angeles County (Calif.),,1948,DOWN -- Diver Frank Pepper starts 25-foot dive to bottom within steel coffer dam preliminary to pouring of concrete on which pipe line will rest.  The outfall line will decontaminate South Bay beach areas when completed sometime this spring.,-118.4305573,33.92552141,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00060802a.jpg
"Donna Parker, official organist for the Los Angeles Dodgers playing organ during game in 1972",Organists--California--Los Angeles County,"Parker, Donna",Los Angeles (Calif.),,1972,"DONNA PARKER, SWEET 16 She Plays for the Dodgers",-118.2402813,34.07274639,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00327713a.jpg
"Boy on bicycle putting donation into kettle as four-piece Salvation Army brass band plays in Hollywood, Calif., 1971",Boys--California--Los Angeles County,Salvation Army,"Hollywood (Los Angeles, Calif.)","Varie, Bill",1971,"DONATION--Youth on bicycle drops some change into Salvation Army kettle located at corner of Hollywood and Vine while a traditional, four-piece brass band plays a selection of Christmas carols",-118.3266562,34.1016288,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00327701a.jpg
"Disney's Donald Duck setting his footprints in cement of courtyard at Chinese Theatre in Los Angeles, Calif., 1984",Donald Duck (Fictitious character),Hollywood Walk of Fame,"Hollywood (Los Angeles, Calif.)","Keyes, Con",1984,Donald Duck being immortalized at Mann's Chinese Theatre,-118.3408079,34.10171966,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326512a.jpg
"Lady garment workers picketing as store manager Dave Schultz draws ""don't cross"" line on sidewalk in Los Angeles, Calif., 1947",Strikes and lockouts--Clothing trade--California--Los Angeles,International Ladies' Garment Workers' Union,"Hollywood (Los Angeles, Calif.)",,1947,DON'T CROSS' -- Pickets threatened trouble yesterday at a store at 734 S. Main St.  After police arrived Store Manager Dave Schultz drew a line.  Pickets respected it.,-118.2522896,34.04319868,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00060771a.jpg
